time,open,high,low,close
1989-06-13,218.600006,218.604996,215.274994,216.544998
1989-06-14,216.544998,217.725006,215.75,216.664993
1989-06-15,216.664993,216.699997,212.649994,213.089996
1989-06-16,213.089996,213.089996,211.059998,212.815002
1989-06-19,212.815002,213.145004,210.529999,212.285004
1989-06-20,212.285004,213.110001,210.975006,211.039993
1989-06-21,211.039993,212.509995,210.389999,210.910004
1989-06-22,210.910004,212.449997,210.654999,212.220001
1989-06-23,212.220001,214.440002,212.220001,214.259995
1989-06-26,214.259995,215.529999,213.574997,213.615005
1989-06-27,213.615005,215.085007,213.615005,213.934998
1989-06-28,213.934998,213.934998,209.990005,211.070007
1989-06-29,211.070007,211.070007,205.949997,206.770004
1989-06-30,206.770004,206.994995,201.990005,204.585007
1989-07-03,204.585007,205.664993,203.610001,205.464996
1989-07-05,205.464996,206.794998,204.604996,206.365005
1989-07-06,206.365005,207.669998,206.365005,207.669998
1989-07-07,207.669998,210.220001,207.470001,209.580002
1989-07-10,209.580002,210.029999,208.699997,209.330002
1989-07-11,209.330002,211.134995,209.330002,209.940002
1989-07-12,209.940002,211.175003,209.360001,210.869995
1989-07-13,210.869995,212.25,210.220001,211.479996
1989-07-14,211.479996,212.895004,210.539993,212.865005
1989-07-17,212.865005,214.145004,212.095001,213.735001
1989-07-18,213.735001,213.735001,210.994995,211.384995
1989-07-19,211.384995,213.619995,211.384995,213.610001
1989-07-20,213.610001,214.190002,211.014999,211.095001
1989-07-21,211.095001,211.619995,209.884995,210.865005
1989-07-24,210.865005,210.865005,208.050003,208.115005
1989-07-25,208.115005,210.610001,207.589996,208.014999
1989-07-26,208.014999,209.904999,207.520004,209.895004
1989-07-27,209.895004,213.020004,209.895004,212.755005
1989-07-28,212.755005,213.360001,212.070007,213.145004
1989-07-31,213.145004,214.335007,212.080002,214.274994
1989-08-01,214.274994,215.494995,212.505005,212.835007
1989-08-02,212.835007,212.940002,211.634995,212.839996
1989-08-03,212.839996,214.949997,212.839996,214.559998
1989-08-04,214.559998,215.725006,213.229996,215.139999
1989-08-07,215.139999,219.020004,215.139999,218.759995
1989-08-08,218.759995,220.085007,217.854996,219.729996
1989-08-09,219.729996,220.414993,217.735001,217.850006
1989-08-10,217.850006,218.164993,216.024994,217.419998
1989-08-11,217.419998,219.414993,215.690002,216.304993
1989-08-14,216.304993,216.304993,214.554993,214.809998
1989-08-15,214.809998,215.880005,214.580002,215.869995
1989-08-16,215.869995,216.779999,214.365005,214.869995
1989-08-17,214.869995,216.235001,214.335007,216.149994
1989-08-18,216.149994,217.190002,215.960007,216.720001
1989-08-21,216.720001,217.240005,214.134995,214.184998
1989-08-22,214.184998,215.399994,213.335007,215.384995
1989-08-23,215.384995,217.830002,215.375,217.490005
1989-08-24,217.490005,220.559998,217.490005,220.395004
1989-08-25,220.395004,221.419998,220.080002,220.820007
1989-08-28,220.820007,221.509995,219.520004,221.460007
1989-08-29,221.460007,222.095001,219.729996,220.300003
1989-08-30,220.300003,221.914993,220.300003,221.399994
1989-08-31,221.399994,222.149994,221.380005,222.005005
1989-09-01,222.005005,223.945007,222.005005,223.514999
1989-09-05,223.514999,224.875,223.490005,223.580002
1989-09-06,223.580002,223.580002,220.330002,221.669998
1989-09-07,221.669998,223.065002,221.080002,221.199997
1989-09-08,221.199997,222.914993,219.794998,222.654999
1989-09-11,222.654999,223.710007,221.830002,222.960007
1989-09-12,222.960007,224.929993,222.960007,224.324997
1989-09-13,224.324997,227.324997,224.324997,224.615005
1989-09-14,224.615005,224.785004,222.389999,222.410004
1989-09-15,222.410004,223.914993,221.389999,221.960007
1989-09-18,221.960007,222.009995,220.615005,221.75
1989-09-19,221.75,222.684998,221.464996,221.934998
1989-09-20,221.934998,222.764999,221.404999,222.304993
1989-09-21,222.304993,224.434998,222.175003,222.654999
1989-09-22,222.654999,224.210007,222.240005,223.889999
1989-09-25,223.889999,224.979996,223.125,223.889999
1989-09-26,223.889999,224.774994,223.440002,223.869995
1989-09-27,223.869995,223.869995,220.975006,223.804993
1989-09-28,223.804993,226.25,223.804993,226.25
1989-09-29,226.25,227.634995,225.804993,226.389999
1989-10-02,226.414993,228.115005,225.639999,228.110001
1989-10-03,228.110001,229.039993,227.845001,228.735001
1989-10-04,228.735001,231.375,228.735001,230.899994
1989-10-05,230.899994,232.850006,229.774994,231.740005
1989-10-06,231.740005,234.880005,231.740005,234.404999
1989-10-09,234.404999,236.979996,233.214996,236.785004
1989-10-10,236.785004,238.845001,234.979996,236.085007
1989-10-11,236.085007,236.085007,233.574997,235.085007
1989-10-12,235.085007,236,234.345001,234.544998
1989-10-13,234.544998,235.529999,224.514999,224.664993
1989-10-16,224.664993,225.029999,213.604996,224.945007
1989-10-17,224.945007,225.865005,220.429993,224.244995
1989-10-18,224.244995,226.570007,222.494995,226.524994
1989-10-19,226.524994,231.860001,226.524994,231.529999
1989-10-20,231.529999,231.649994,229.220001,231.050003
1989-10-23,231.050003,231.649994,228.214996,228.759995
1989-10-24,228.759995,228.759995,223.264999,226.175003
1989-10-25,226.175003,228.110001,225.925003,226.115005
1989-10-26,226.115005,226.115005,221.990005,222.054993
1989-10-27,222.054993,222.684998,217.214996,218.839996
1989-10-30,218.839996,220.529999,217.755005,219.074997
1989-10-31,219.074997,223.119995,219.074997,222.615005
1989-11-01,222.615005,224.100006,222.014999,223.309998
1989-11-02,223.309998,223.309998,218.389999,219.449997
1989-11-03,219.449997,220.705002,218.615005,219.054993
1989-11-06,219.054993,219.255005,215.134995,215.184998
1989-11-07,215.184998,217.990005,214.654999,217.649994
1989-11-08,217.649994,221.725006,217.649994,220.369995
1989-11-09,220.369995,221.240005,219.729996,220.649994
1989-11-10,220.649994,223.195007,220.649994,222.529999
1989-11-13,222.529999,223.550003,221.470001,222.755005
1989-11-14,222.755005,223.080002,220.25,221.369995
1989-11-15,221.369995,222.554993,219.625,222.345001
1989-11-16,222.345001,222.820007,220.675003,221.699997
1989-11-17,221.699997,223.229996,221.304993,222.630005
1989-11-20,222.630005,223.919998,221.070007,223.414993
1989-11-21,223.414993,224,221.729996,222.759995
1989-11-22,222.759995,224.339996,222.434998,223.625
1989-11-24,223.630005,225.035004,223.630005,224.835007
1989-11-27,224.835007,225.759995,223.445007,223.645004
1989-11-28,223.645004,224.350006,222.884995,223.585007
1989-11-29,223.585007,223.585007,222.104996,223.494995
1989-11-30,223.494995,224.975006,222.5,224.445007
1989-12-01,224.445007,226.399994,224.445007,225.315002
1989-12-04,225.315002,226.910004,224.330002,226.720001
1989-12-05,226.720001,227.854996,226.455002,227.304993
1989-12-06,227.304993,227.645004,224.110001,224.154999
1989-12-07,224.154999,225.375,223.770004,224.764999
1989-12-08,224.764999,225.600006,223.574997,224.024994
1989-12-11,224.024994,224.024994,219.145004,220.264999
1989-12-12,220.264999,220.475006,217.309998,217.804993
1989-12-13,217.804993,219.130005,217.324997,217.910004
1989-12-14,217.910004,217.910004,215.014999,216.354996
1989-12-15,216.354996,217.455002,212.630005,214.139999
1989-12-18,214.139999,215.440002,209.934998,210.850006
1989-12-19,210.850006,211.705002,208.684998,211.184998
1989-12-20,211.184998,213.240005,210.929993,213.235001
1989-12-21,213.235001,216.365005,213.235001,216.229996
1989-12-22,216.229996,219.210007,216.229996,217.625
1989-12-26,217.625,218.714996,217.190002,217.615005
1989-12-27,217.615005,221.574997,217.615005,221.574997
1989-12-28,221.574997,221.684998,220.360001,221.580002
1989-12-29,221.580002,223.860001,221.550003,223.835007
1990-01-02,223.835007,227.725006,220.434998,227.725006
1990-01-03,227.725006,228.940002,226.100006,226.100006
1990-01-04,226.100006,226.175003,222.710007,224.714996
1990-01-05,224.714996,224.794998,222.889999,223.139999
1990-01-08,223.139999,223.580002,221.639999,223.539993
1990-01-09,223.539993,224.330002,221.080002,221.179993
1990-01-10,221.179993,221.179993,216.464996,216.554993
1990-01-11,216.554993,218.220001,213.505005,213.505005
1990-01-12,213.505005,213.505005,208.404999,208.794998
1990-01-15,208.794998,209.335007,207.289993,207.615005
1990-01-16,207.615005,212,204.759995,211.914993
1990-01-17,211.914993,213.899994,210.449997,210.604996
1990-01-18,210.604996,210.625,208.309998,210.570007
1990-01-19,210.570007,214.889999,210.570007,213.910004
1990-01-22,213.910004,213.910004,207.884995,208.059998
1990-01-23,208.059998,209.985001,206.074997,207.479996
1990-01-24,207.479996,209.75,205.75,206.744995
1990-01-25,206.744995,209.830002,205.470001,205.774994
1990-01-26,205.774994,206.75,201.240005,203.244995
1990-01-29,203.244995,204.815002,200.119995,202.054993
1990-01-30,202.054993,202.054993,196.684998,197.654999
1990-01-31,197.654999,201.964996,197.654999,201.940002
1990-02-01,201.940002,203.044998,200.524994,203.044998
1990-02-02,203.044998,206.755005,202.690002,205.615005
1990-02-05,205.615005,206.835007,205.070007,206.490005
1990-02-06,206.490005,206.714996,203.774994,205.074997
1990-02-07,205.074997,207.199997,202.910004,206.804993
1990-02-08,206.804993,209.580002,206.804993,207.244995
1990-02-09,207.244995,208.744995,206.919998,208.494995
1990-02-12,208.494995,208.520004,205.945007,206.880005
1990-02-13,206.880005,207.994995,205.345001,207.199997
1990-02-14,207.199997,208.535004,206.985001,208.059998
1990-02-15,208.059998,210.104996,206.869995,209.929993
1990-02-16,209.929993,210.434998,208.309998,208.354996
1990-02-20,208.354996,208.354996,203.345001,205.065002
1990-02-21,205.065002,205.440002,201.820007,204.75
1990-02-22,204.75,206.854996,203.975006,204.190002
1990-02-23,204.190002,204.190002,200.404999,201.794998
1990-02-26,201.794998,204.675003,201.395004,204.625
1990-02-27,204.649994,206.710007,204.649994,205.785004
1990-02-28,205.785004,208.589996,205.600006,207.914993
1990-03-01,207.914993,210.020004,206.524994,209.104996
1990-03-02,209.104996,211.544998,208.904999,211.539993
1990-03-05,211.539993,212.080002,209.345001,210.389999
1990-03-06,210.389999,212.505005,207.669998,210.960007
1990-03-07,210.960007,211.865005,209.809998,210.154999
1990-03-08,210.154999,213.570007,209.610001,213.110001
1990-03-09,213.110001,214.130005,212.475006,213.820007
1990-03-12,213.820007,213.830002,211.919998,213.524994
1990-03-13,213.524994,214.024994,211.490005,211.509995
1990-03-14,211.509995,212.845001,210.710007,212.270004
1990-03-15,212.304993,214.130005,212.095001,213.479996
1990-03-16,214.080002,218.800003,214.080002,217.960007
1990-03-19,217.960007,220.134995,215.960007,219.869995
1990-03-20,219.869995,220.104996,216.25,216.925003
1990-03-21,216.925003,217.824997,215.699997,215.850006
1990-03-22,215.850006,216.255005,211.225006,212.539993
1990-03-23,212.539993,215.384995,212.539993,214.490005
1990-03-26,214.490005,217.274994,214.490005,216.434998
1990-03-27,216.434998,217.949997,214.970001,217.470001
1990-03-28,217.470001,217.470001,213.220001,214.229996
1990-03-29,214.229996,214.610001,212.369995,213.110001
1990-03-30,213.110001,214.264999,211.705002,213.145004
1990-04-02,213.145004,213.145004,209.895004,212.669998
1990-04-03,212.669998,216.809998,212.669998,216.809998
1990-04-04,216.809998,217.729996,214.580002,215.479996
1990-04-05,215.479996,216.054993,213.869995,214.059998
1990-04-06,214.059998,214.695007,212.014999,212.475006
1990-04-09,212.475006,213.149994,211.274994,212.115005
1990-04-10,212.115005,214.044998,211.945007,213.225006
1990-04-11,213.225006,215.600006,213.225006,214.524994
1990-04-12,214.524994,217.190002,214.524994,216.044998
1990-04-16,216.044998,218.25,216.044998,216.925003
1990-04-17,216.880005,216.880005,214.399994,216.5
1990-04-18,216.5,217.095001,212.804993,213.145004
1990-04-19,213.145004,213.145004,210.705002,210.869995
1990-04-20,210.869995,212.065002,207.934998,208.619995
1990-04-23,208.580002,208.580002,203.764999,205.630005
1990-04-24,205.630005,207.845001,204.229996,204.759995
1990-04-25,204.759995,205.934998,204.460007,205.580002
1990-04-26,205.580002,207.095001,204.744995,205.785004
1990-04-27,205.785004,206.520004,203.014999,203.669998
1990-04-30,203.669998,206.050003,202.970001,205.815002
1990-05-01,205.815002,207.589996,205.815002,207.039993
1990-05-02,207.039993,208.684998,207.039993,208.5
1990-05-03,208.580002,211.264999,208.580002,210.089996
1990-05-04,210.089996,212.729996,209.899994,212.705002
1990-05-07,212.705002,216.054993,212.705002,215.029999
1990-05-08,215.029999,215.625,214.184998,215.169998
1990-05-09,215.169998,215.654999,214.119995,215.429993
1990-05-10,215.429993,217.074997,214.865005,216.809998
1990-05-11,216.809998,221.095001,216.619995,220.889999
1990-05-14,220.919998,225.675003,220.919998,223.860001
1990-05-15,223.860001,224.785004,222.285004,224.490005
1990-05-16,224.490005,225.214996,222.505005,225.125
1990-05-17,225.130005,227.304993,225.130005,226.639999
1990-05-18,226.639999,228.975006,225.845001,228.509995
1990-05-21,228.509995,232.414993,228.509995,232.214996
1990-05-22,232.214996,234.725006,230.945007,232.845001
1990-05-23,232.845001,236.119995,232.104996,236.059998
1990-05-24,236.059998,237.824997,235.809998,237.035004
1990-05-25,236.990005,236.990005,232.005005,232.199997
1990-05-29,232.199997,235.990005,232.020004,235.839996
1990-05-30,235.839996,237.925003,235.240005,236.354996
1990-05-31,236.354996,237.470001,234.779999,236.149994
1990-06-01,236.149994,238.669998,236.149994,237.884995
1990-06-04,237.884995,240.259995,235.934998,240.110001
1990-06-05,240.110001,240.970001,236.990005,237.845001
1990-06-06,237.845001,238.785004,236.675003,238.054993
1990-06-07,238.054993,239.585007,235.934998,237.384995
1990-06-08,237.384995,237.384995,233.154999,234.729996
1990-06-11,234.729996,236.970001,232.755005,236.949997
1990-06-12,236.949997,240.205002,236.830002,240.110001
1990-06-13,240.110001,242.845001,240.080002,242.054993
1990-06-14,242.054993,242.115005,239.264999,240.514999
1990-06-15,240.514999,241.365005,239.509995,240.785004
1990-06-18,240.785004,240.785004,236.289993,236.710007
1990-06-19,236.710007,237.270004,234.940002,236.774994
1990-06-20,236.774994,238.384995,235.714996,237.315002
1990-06-21,237.315002,238.259995,236.085007,238.145004
1990-06-22,238.145004,239.570007,235.690002,235.740005
1990-06-25,235.740005,236.535004,232.664993,232.914993
1990-06-26,232.914993,235.604996,232.585007,232.940002
1990-06-27,232.940002,235.475006,231.759995,234.949997
1990-06-28,235.259995,237.729996,235.259995,237.414993
1990-06-29,237.490005,238.929993,237.490005,238.460007
1990-07-02,238.460007,238.904999,237.574997,238.419998
1990-07-03,238.419998,238.419998,236.824997,238.184998
1990-07-05,238.184998,238.184998,236.210007,237.300003
1990-07-06,237.300003,238.729996,235.839996,238.464996
1990-07-09,238.464996,240.184998,238.25,239.600006
1990-07-10,239.600006,240.445007,238.035004,238.660004
1990-07-11,238.660004,240.824997,237.190002,240.774994
1990-07-12,240.774994,243.585007,239.929993,243.425003
1990-07-13,243.425003,246.470001,243.130005,244.740005
1990-07-16,244.740005,246.815002,244.25,246.179993
1990-07-17,246.179993,246.389999,240.934998,241.524994
1990-07-18,241.524994,241.524994,237.324997,238.220001
1990-07-19,238.220001,238.220001,233.139999,236.399994
1990-07-20,236.399994,237.820007,232.134995,232.440002
1990-07-23,232.440002,232.440002,224.365005,227.380005
1990-07-24,227.380005,229.270004,222.039993,226.485001
1990-07-25,226.485001,229.634995,226.485001,228.764999
1990-07-26,228.764999,229.074997,226.104996,227.199997
1990-07-27,227.199997,227.199997,224.975006,225.634995
1990-07-30,225.634995,225.634995,221.360001,223.919998
1990-07-31,223.919998,224.860001,221.929993,223.384995
1990-08-01,223.384995,224.625,221.654999,223.115005
1990-08-02,223.095001,223.095001,217.179993,218.970001
1990-08-03,218.970001,218.970001,204.615005,212.604996
1990-08-06,212.604996,212.604996,200.865005,201.455002
1990-08-07,201.455002,206.544998,201.455002,202.654999
1990-08-08,202.654999,206.029999,202.654999,205.580002
1990-08-09,205.580002,209.875,205.580002,209.125
1990-08-10,209.125,209.460007,204.554993,206.229996
1990-08-13,206.229996,207.880005,203.205002,207.419998
1990-08-14,207.419998,209.339996,206.824997,208.294998
1990-08-15,208.294998,210.869995,207.979996,208.464996
1990-08-16,208.464996,208.464996,202.179993,202.190002
1990-08-17,202.190002,202.190002,194.029999,196.845001
1990-08-20,196.845001,197.929993,192.699997,193.100006
1990-08-21,193.100006,193.100006,184.110001,188.255005
1990-08-22,188.255005,191.335007,184.994995,185.014999
1990-08-23,185.014999,185.014999,177.054993,178.294998
1990-08-24,178.294998,185.054993,178.294998,184.964996
1990-08-27,184.964996,194.880005,184.964996,193.975006
1990-08-28,193.975006,195.985001,193.035004,194.904999
1990-08-29,194.904999,194.904999,192.225006,192.904999
1990-08-30,192.904999,194.195007,190.570007,190.725006
1990-08-31,190.725006,193.699997,189.300003,193.615005
1990-09-04,193.615005,194.865005,191.320007,194.744995
1990-09-05,194.744995,195.875,193.259995,193.815002
1990-09-06,193.815002,193.815002,189.565002,190.669998
1990-09-07,190.669998,192.509995,188.259995,191.800003
1990-09-10,191.800003,195.869995,191.800003,192.649994
1990-09-11,192.649994,192.839996,189.535004,190.964996
1990-09-12,190.964996,192.774994,190.059998,192.354996
1990-09-13,192.354996,193.729996,189.169998,189.720001
1990-09-14,189.720001,189.794998,187.514999,189.520004
1990-09-17,189.520004,190.414993,187.955002,189.604996
1990-09-18,189.604996,189.604996,186.75,189.429993
1990-09-19,189.429993,190.904999,188.490005,188.774994
1990-09-20,188.774994,188.774994,183.675003,183.979996
1990-09-21,183.979996,184.865005,181.399994,183.199997
1990-09-24,183.199997,183.199997,176.274994,177.604996
1990-09-25,177.604996,180.720001,177.399994,180.710007
1990-09-26,180.710007,180.940002,177.585007,179.455002
1990-09-27,179.455002,181.634995,173.054993,174.190002
1990-09-28,174.190002,177.085007,169.324997,177.054993
1990-10-01,177.054993,184.945007,177.054993,184.735001
1990-10-02,184.744995,189.054993,184.744995,184.919998
1990-10-03,184.919998,184.919998,180.035004,180.505005
1990-10-04,180.505005,180.625,177.904999,179.494995
1990-10-05,179.494995,180.675003,174.634995,178.365005
1990-10-08,178.365005,180.789993,178.365005,179.565002
1990-10-09,179.565002,179.565002,173.050003,173.625
1990-10-10,173.625,173.625,169.199997,169.464996
1990-10-11,169.464996,170.304993,163.604996,165.195007
1990-10-12,165.195007,167.639999,162.550003,166.714996
1990-10-15,166.714996,169.539993,165.130005,169.350006
1990-10-16,169.350006,169.740005,164.964996,165.490005
1990-10-17,165.490005,168.475006,164.214996,167.270004
1990-10-18,167.270004,172.580002,167.220001,172.380005
1990-10-19,172.380005,176.195007,172.380005,174.619995
1990-10-22,174.619995,179.610001,173.764999,178.565002
1990-10-23,178.565002,180.130005,177.350006,178.399994
1990-10-24,178.399994,178.610001,176.125,178.470001
1990-10-25,178.470001,179.589996,175.634995,177.339996
1990-10-26,177.339996,177.339996,173.949997,174.210007
1990-10-29,174.210007,175.175003,171.175003,171.755005
1990-10-30,171.755005,173.169998,169.785004,172.994995
1990-10-31,172.994995,174.554993,171.949997,172.554993
1990-11-01,172.554993,173.225006,170.880005,172.884995
1990-11-02,172.884995,177.175003,172.684998,176.865005
1990-11-05,176.865005,180.695007,176.865005,180.460007
1990-11-06,180.460007,182.580002,179.800003,180.259995
1990-11-07,180.26,180.26,176.61,177.08
1990-11-08,177.08,179.14,176.19,177.7
1990-11-09,177.7,182.24,177.7,182.24
1990-11-12,182.24,188.87,182.24,188.67
1990-11-13,188.67,190.84,187.79,189.87
1990-11-14,189.87,192.67,189.13,192.45
1990-11-15,192.45,192.45,188.62,189.55
1990-11-16,189.55,189.55,183.16,184.96
1990-11-19,184.96,187.49,184.96,187.04
1990-11-20,187.04,187.54,183.07,183.31
1990-11-21,183.31,184.2,182.36,183.93
1990-11-23,183.93,185.25,183.86,184.28
1990-11-26,184.28,185.21,181.8,185.12
1990-11-27,185.12,189.35,185.12,189.17
1990-11-28,189.17,191.67,189.17,189.69
1990-11-29,189.69,191.16,188.3,191.11
1990-11-30,191.11,193.05,188.99,192.65
1990-12-03,192.65,195.45,192.65,194.52
1990-12-04,194.52,195.78,192.96,195.6
1990-12-05,195.6,199.33,194.89,199.02
1990-12-06,199.02,203.48,198.41,199.48
1990-12-07,199.48,199.71,197.07,199.34
1990-12-10,199.34,199.7,197.75,199.44
1990-12-11,199.44,199.44,196.19,196.55
1990-12-12,196.55,198.02,194.99,198.02
1990-12-13,198.12,198.58,197.01,198.03
1990-12-14,198.03,198.04,194.72,196.13
1990-12-17,196.13,196.13,193.37,195.05
1990-12-18,195.05,199.46,195.05,199.26
1990-12-19,199.26,200.78,198.94,200.41
1990-12-20,200.41,202.19,197.74,201.51
1990-12-21,201.51,203.01,200.88,202.75
1990-12-24,202.75,202.75,200.68,201.22
1990-12-26,201.22,202.26,200.12,200.57
1990-12-27,200.57,201.17,198.61,199.16
1990-12-28,199.16,199.58,198.03,199.42
1990-12-31,199.42,200.53,198.38,200.53
1991-01-02,200.53,200.8,199.04,199.76
1991-01-03,199.76,199.8,196.16,196.39
1991-01-04,196.39,198.07,195.67,196.82
1991-01-07,196.82,196.82,192.21,192.35
1991-01-08,192.35,193.15,190.89,192.09
1991-01-09,192.09,197.43,191.16,191.68
1991-01-10,191.68,196.34,191.68,195.99
1991-01-11,196.08,196.41,194.58,196.19
1991-01-14,196.19,196.19,191.55,193.77
1991-01-15,193.77,195.57,192.71,195.29
1991-01-16,195.33,203.06,195.33,202.95
1991-01-17,202.95,213.71,202.95,209.26
1991-01-18,209.26,211.62,205.61,211.49
1991-01-21,211.49,214.82,208.97,214.36
1991-01-22,214.36,214.86,211.55,211.97
1991-01-23,211.97,216.11,210.74,215.83
1991-01-24,215.83,220.64,215.83,219.78
1991-01-25,219.78,222.08,218.99,221.01
1991-01-28,221.02,223.49,220.03,222.24
1991-01-29,222.24,224.56,221.03,224.47
1991-01-30,224.47,229.29,223.67,229.27
1991-01-31,229.27,232.67,228.81,232.42
1991-02-01,232.42,236.01,231.27,234.45
1991-02-04,234.45,237.39,233.13,236.87
1991-02-05,236.87,241.73,236.29,241.56
1991-02-06,241.56,247.49,240.3,247.05
1991-02-07,247.05,249.29,241.58,243.42
1991-02-08,243.42,245.11,241.54,244.47
1991-02-11,244.47,249.54,244.47,249.28
1991-02-12,249.3,250.45,247.5,248.2
1991-02-13,248.19,250.37,246.57,250.34
1991-02-14,250.33,251.71,244.46,245.59
1991-02-15,245.58,249.24,245.58,248.33
1991-02-19,248.33,251.06,247.53,250.81
1991-02-20,249.81,249.81,247.29,247.76
1991-02-21,247.76,249.18,246.65,246.91
1991-02-22,246.85,252.85,246.71,248.65
1991-02-25,248.63,252.53,248.4,250.04
1991-02-26,250.04,250.04,246.38,247.8
1991-02-27,247.8,250.06,246.67,249.52
1991-02-28,249.71,251.34,248.12,250.01
1991-03-01,250.11,252.87,247.79,252.39
1991-03-04,252.39,253.93,251.21,253.36
1991-03-05,253.38,262.98,253.38,262.18
1991-03-06,262.18,267.38,262.18,263.15
1991-03-07,263.15,265.44,261.49,264.56
1991-03-08,264.56,267.46,262.8,262.86
1991-03-11,262.86,262.86,254.75,255.05
1991-03-12,255.18,255.18,250.31,250.67
1991-03-13,250.67,257.34,250.67,257.07
1991-03-14,257.07,260.19,254.6,255.79
1991-03-15,255.79,256.65,252.56,254.63
1991-03-18,254.63,256.94,252.84,255.62
1991-03-19,255.62,255.62,249.7,253.85
1991-03-20,253.85,256.35,252.98,256.09
1991-03-21,256.09,258.52,252.03,252.97
1991-03-22,252.97,253.56,251.31,252.28
1991-03-25,255.55,256.9,252.23,255.77
1991-03-26,255.77,264.83,255.77,264.67
